"crrdr_d","nKBAs","ID","endID","LCP_length_km"
"CORR1344",2,"La Tronosa","H0375",220.376341333393
"CORR1345",2,"La Tronosa","H0372",224.676510303198
"CORR1346",5,"Golfo Dulce","H0369",102.414034718019
"CORR1347",5,"Golfo Dulce","H0369",105.157136544175
"CORR1348",5,"Golfo Dulce","H0368",100.593818865874
"CORR1349",5,"Golfo Dulce","H0369",97.9319286851575
"CORR1350",5,"Golfo Dulce","H0369",112.745756262277
"CORR1351",1,"Rio Platano","H0156",95.409791466415
"CORR1352",2,"Rio Platano","H0241",137.380711437811
"CORR1353",2,"Rio Platano","H0242",139.792924358514
"CORR1354",2,"Rio Platano","H0262",155.808027822259
"CORR1355",2,"Rio Platano","H0262",168.612081882117
"CORR1356",0,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0529",16.9682803687192
"CORR1357",1,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0528",30.167153229958
"CORR1358",1,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0528",33.6267638825259
"CORR1359",1,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0527",38.6905520921892
"CORR1360",2,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0527",48.313385412094
"CORR1361",3,"Ostional","H0349",140.72704975834
"CORR1362",3,"Ostional","H0350",170.346622043493
"CORR1363",3,"Ostional","H0351",154.90623389879
"CORR1364",3,"Ostional","H0352",161.608300897542
"CORR1365",4,"Ostional","H0353",217.230800103794
"CORR1366",4,"Serrania de Coraza y Montes de Maria","H0381",643.837937595052
"CORR1367",4,"Serrania de Coraza y Montes de Maria","H0383",624.973618308142
"CORR1368",4,"Serrania de Coraza y Montes de Maria","H0384",622.711473241169
"CORR1369",2,"Serrania de Coraza y Montes de Maria","H0388",390.982955528644
"CORR1370",2,"Serrania de Coraza y Montes de Maria","H0389",388.00857420332
"CORR1371",2,"Cano Negro","H0350",54.1017653172595
"CORR1372",3,"Cano Negro","H0351",99.8236950352898
"CORR1373",2,"Cano Negro","H0349",89.4242332940759
"CORR1374",3,"Cano Negro","H0352",110.373686897265
"CORR1375",4,"Cano Negro","H0353",147.845681353317
"CORR1376",2,"Gandoca Manzanillo","H0366",46.7103238663321
"CORR1377",3,"Gandoca Manzanillo","H0369",55.85489471675
"CORR1378",5,"Gandoca Manzanillo","H0369",75.5310596682981
"CORR1379",5,"Gandoca Manzanillo","H0369",67.2573380660816
"CORR1380",4,"Gandoca Manzanillo","H0369",61.5041754042438
"CORR1381",4,"Rio Pacuare","H0357",26.8044576939784
"CORR1382",3,"Rio Pacuare","H0355",33.3456796802144
"CORR1383",4,"Rio Pacuare","H0359",38.6488302581363
"CORR1384",4,"Rio Pacuare","H0369",39.4438564402915
"CORR1385",4,"Rio Pacuare","H0360",39.4054826402382
"CORR1386",2,"Barra del Colorado","H0354",99.9704148550203
"CORR1387",2,"Barra del Colorado","H0353",100.119366697417
"CORR1388",2,"Barra del Colorado","H0355",103.246510166168
"CORR1389",2,"Barra del Colorado","H0355",106.925969414816
"CORR1390",2,"Barra del Colorado","H0355",111.070681951498
"CORR1391",5,"Golfito","H0369",57.9638153732669
"CORR1392",5,"Golfito","H0369",61.9319794262856
"CORR1393",5,"Golfito","H0369",74.6472012386451
"CORR1394",6,"Golfito","H0369",74.4013342796606
"CORR1395",6,"Golfito","H0369",74.4706527549806
"CORR1396",3,"Patuca","H0241",105.172840015323
"CORR1397",3,"Patuca","H0242",109.058676411569
"CORR1398",3,"Patuca","H0262",124.284142272551
"CORR1399",3,"Patuca","H0262",137.012373266363
"CORR1400",3,"Patuca","H0347",131.486679802666
"CORR1401",1,"San Pedro Sula  Cofradia y Naco  Merendon","H0135",25.4185504546
"CORR1402",2,"San Pedro Sula  Cofradia y Naco  Merendon","H0254",88.0448306454227
"CORR1403",1,"San Pedro Sula  Cofradia y Naco  Merendon","H0211",107.316977915168
"CORR1404",2,"San Pedro Sula  Cofradia y Naco  Merendon","H0268",97.7504538891311
"CORR1405",3,"San Pedro Sula  Cofradia y Naco  Merendon","H0149",144.668733181425
"CORR1406",5,"Vaca","H0135",258.731078207767
"CORR1407",4,"Vaca","H0176",239.203211354311
"CORR1408",4,"Vaca","H0145",251.742538427312
"CORR1409",4,"Vaca","H0220",261.431342188537
"CORR1410",5,"Vaca","H0216",275.411769783448
"CORR1411",1,"Lacan Tun","H0052",117.125558599159
"CORR1412",1,"Lacan Tun","H0048",120.098823913151
"CORR1413",2,"Lacan Tun","H0083",86.3654837665843
"CORR1414",2,"Lacan Tun","H0091",95.9596044338887
"CORR1415",2,"Lacan Tun","H0085",95.9845067854601
"CORR1416",1,"Chan Kin","H0052",126.667642540654
"CORR1417",1,"Chan Kin","H0048",129.640907854646
"CORR1418",2,"Chan Kin","H0083",105.410161838189
"CORR1419",2,"Chan Kin","H0091",115.004282505494
"CORR1420",2,"Chan Kin","H0085",114.975569852893
"CORR1421",1,"Cuchilla del Minero","H0473",58.8243497297117
"CORR1422",1,"Cuchilla del Minero","H0475",63.0762922747382
"CORR1423",1,"Cuchilla del Minero","H0478",78.4219973255174
"CORR1424",1,"Cuchilla del Minero","H0479",87.5232680635195
"CORR1425",2,"Cuchilla del Minero","H0460",138.026785777569
"CORR1426",3,"Laguna de Terminos","H0005",204.178647062286
"CORR1427",3,"Laguna de Terminos","H0002",205.369608057155
"CORR1428",3,"Laguna de Terminos","H0002",208.703590940535
"CORR1429",3,"Laguna de Terminos","H0008",222.887047649047
"CORR1430",4,"Laguna de Terminos","H0010",229.95141049555
"CORR1431",3,"Fernando Castro Cervantes","H0361",55.4091552008946
"CORR1432",2,"Fernando Castro Cervantes","H0356",55.9046994198929
"CORR1433",3,"Fernando Castro Cervantes","H0363",57.8462704731674
"CORR1434",2,"Fernando Castro Cervantes","H0353",62.8434344972069
"CORR1435",2,"Fernando Castro Cervantes","H0352",68.6605270549723
"CORR1436",4,"Limoncito","H0360",30.1866670021367
"CORR1437",5,"Limoncito","H0357",49.4772120327267
"CORR1438",5,"Limoncito","H0359",59.9536128513211
"CORR1439",4,"Limoncito","H0369",52.1115055721752
"CORR1440",4,"Limoncito","H0369",72.9151638896946
"CORR1441",0,"Montana de Mico Quemado y Las Guanchias","H0211",41.795949766096
"CORR1442",1,"Montana de Mico Quemado y Las Guanchias","H0149",64.2109439757397
"CORR1443",1,"Montana de Mico Quemado y Las Guanchias","H0268",72.2089699550387
"CORR1444",1,"Montana de Mico Quemado y Las Guanchias","H0155",74.7988473707373
"CORR1445",1,"Montana de Mico Quemado y Las Guanchias","H0268",74.5193414467905
"CORR1446",1,"Golfo de Montijo","H0377",137.62434637413
"CORR1447",1,"Golfo de Montijo","H0377",139.095275559977
"CORR1448",2,"Golfo de Montijo","H0373",166.983464240482
"CORR1449",1,"Golfo de Montijo","H0375",147.344094810624
"CORR1450",2,"Golfo de Montijo","H0376",158.780639391949
"CORR1451",5,"Montanas Mayas Chiquibul","H0176",219.236763320028
"CORR1452",5,"Montanas Mayas Chiquibul","H0145",231.776090393027
"CORR1453",5,"Montanas Mayas Chiquibul","H0220",241.464894154254
"CORR1454",5,"Montanas Mayas Chiquibul","H0220",259.370647956799
"CORR1455",6,"Montanas Mayas Chiquibul","H0220",238.966081008719
"CORR1456",5,"Caracol","H0135",233.725744315392
"CORR1457",4,"Caracol","H0176",214.122054395889
"CORR1458",4,"Caracol","H0220",236.350185230115
"CORR1459",4,"Caracol","H0145",226.433912270749
"CORR1460",5,"Caracol","H0216",250.406435891075
"CORR1461",5,"Monkey Caye","H0135",208.034846271869
"CORR1462",5,"Monkey Caye","H0216",224.715537847554
"CORR1463",5,"Monkey Caye","H0216",226.710723905001
"CORR1464",7,"Monkey Caye","H0149",361.748540897423
"CORR1465",5,"Monkey Caye","H0176",201.295983751429
"CORR1466",2,"Cienaga de Las Macanas","H0373",89.7383027170468
"CORR1467",2,"Cienaga de Las Macanas","H0377",134.013089589469
"CORR1468",2,"Cienaga de Las Macanas","H0377",135.215943754457
"CORR1469",2,"Cienaga de Las Macanas","H0372",149.481728119741
"CORR1470",2,"Cienaga de Las Macanas","H0375",151.037679252057
"CORR1471",4,"Los Tuxtlas","H0007",278.305863997394
"CORR1472",4,"Los Tuxtlas","H0012",283.827284893032
"CORR1473",4,"Los Tuxtlas","H0018",298.595118068038
"CORR1474",4,"Los Tuxtlas","H0018",298.314033865727
"CORR1475",4,"Los Tuxtlas","H0029",298.744069910435
"CORR1476",6,"El Pilar","H0135",303.092465305016
"CORR1477",5,"El Pilar","H0176",283.564598451562
"CORR1478",5,"El Pilar","H0145",296.10392552456
"CORR1479",5,"El Pilar","H0220",305.792729285784
"CORR1480",5,"El Pilar","H0124",332.632404223087
"CORR1481",5,"Osa","H0369",142.452582516566
"CORR1482",5,"Osa","H0369",132.045037906261
"CORR1483",5,"Osa","H0369",134.712316666371
"CORR1484",6,"Osa","H0369",136.01701226031
"CORR1485",6,"Osa","H0369",158.807773766188
"CORR1486",3,"Tawahka Asagni","H0241",76.0396130687505
"CORR1487",3,"Tawahka Asagni","H0242",79.9254494649965
"CORR1488",3,"Tawahka Asagni","H0262",95.2267383920261
"CORR1489",2,"Tawahka Asagni","H0156",93.7412217463626
"CORR1490",3,"Tawahka Asagni","H0262",107.803323253745
"CORR1491",0,"El Guanacaure","H0343",103.907171965742
"CORR1492",2,"El Guanacaure","H0345",138.383693045928
"CORR1493",2,"El Guanacaure","H0348",138.888898412378
"CORR1494",1,"El Guanacaure","H0337",159.482560758546
"CORR1495",1,"El Guanacaure","H0337",163.602370943658
"CORR1496",6,"Ria Celestun","H0008",728.844457019224
"CORR1497",6,"Ria Celestun","H0010",733.268675479852
"CORR1498",7,"Ria Celestun","H0005",776.015570128254
"CORR1499",6,"Ria Celestun","H0013",727.251710365215
"CORR1500",6,"Ria Celestun","H0011",737.918131115955
"CORR1501",2,"Montes Azules","H0083",68.709869491084
"CORR1502",2,"Montes Azules","H0091",78.3039901583883
"CORR1503",2,"Montes Azules","H0085",78.2752775057876
"CORR1504",2,"Montes Azules","H0091",82.1519150216111
"CORR1505",2,"Montes Azules","H0074",92.5946768752412
"CORR1506",0,"Cascada de Agua Azul","H0008",31.3336741402865
"CORR1507",1,"Cascada de Agua Azul","H0010",39.8256660602201
"CORR1508",1,"Cascada de Agua Azul","H0011",42.2248697994705
"CORR1509",1,"Cascada de Agua Azul","H0005",43.0026142321132
"CORR1510",1,"Cascada de Agua Azul","H0013",44.0879234970027
"CORR1511",5,"Pejeperro","H0369",142.765073661173
"CORR1512",5,"Pejeperro","H0369",132.509175182961
"CORR1513",5,"Pejeperro","H0369",135.252277009117
"CORR1514",6,"Pejeperro","H0369",136.481149537009
"CORR1515",6,"Pejeperro","H0369",159.196087976842
"CORR1516",2,"Cipanci","H0349",74.224132051692
"CORR1517",2,"Cipanci","H0350",66.520199456157
"CORR1518",2,"Cipanci","H0351",86.3545151305242
"CORR1519",2,"Cipanci","H0352",93.0565821292764
"CORR1520",3,"Cipanci","H0353",148.754904401571
"CORR1521",3,"Parque Ecologico Jaguaroundi","H0007",182.447176458391
"CORR1522",3,"Parque Ecologico Jaguaroundi","H0012",187.96859735403
"CORR1523",3,"Parque Ecologico Jaguaroundi","H0029",202.885382371436
"CORR1524",3,"Parque Ecologico Jaguaroundi","H0021",199.69161471706
"CORR1525",3,"Parque Ecologico Jaguaroundi","H0018",202.455346326726
"CORR1526",4,"Sanguare","H0381",685.22067079893
"CORR1527",2,"Sanguare","H0388",432.289865666466
"CORR1528",4,"Sanguare","H0383",666.280528445972
"CORR1529",2,"Sanguare","H0380",467.878176641472
"CORR1530",2,"Sanguare","H0382",453.416330020349
"CORR1531",2,"Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0001",54.3947426896899
"CORR1532",2,"Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0004",70.4607668679084
"CORR1533",2,"Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0003",72.8783683680055
"CORR1534",2,"Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0006",75.8164164386706
"CORR1535",2,"Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0002",69.7718546827653
"CORR1536",0,"Area Comunitaria Protegida de San Isidro","H0062",51.5953315696655
"CORR1537",1,"Area Comunitaria Protegida de San Isidro","H0053",70.9210938435818
"CORR1538",1,"Area Comunitaria Protegida de San Isidro","H0053",73.8759613967286
"CORR1539",1,"Area Comunitaria Protegida de San Isidro","H0034",106.871238399312
"CORR1540",1,"Area Comunitaria Protegida de San Isidro","H0027",111.107477473189
"CORR1541",5,"Bala an K aax","H0013",535.829544682323
"CORR1542",5,"Bala an K aax","H0008",537.573937468423
"CORR1543",5,"Bala an K aax","H0010",541.84650979696
"CORR1544",4,"Bala an K aax","H0033",519.311930141823
"CORR1545",5,"Bala an K aax","H0011",546.495965433063
"CORR1546",1,"Reserva Natural Horizontes","H0390",119.527918895135
"CORR1547",1,"Reserva Natural Horizontes","H0388",130.032570099301
"CORR1548",1,"Reserva Natural Horizontes","H0389",127.134011840022
"CORR1549",1,"Reserva Natural Horizontes","H0392",132.750769573886
"CORR1550",1,"Reserva Natural Horizontes","H0382",184.862737413094
"CORR1551",1,"Aves de  El Paujil","H0473",68.1178724225288
"CORR1552",1,"Aves de  El Paujil","H0475",72.369814967555
"CORR1553",1,"Aves de  El Paujil","H0478",87.8671661504266
"CORR1554",1,"Aves de  El Paujil","H0479",97.1200830205218
"CORR1555",2,"Aves de  El Paujil","H0460",121.068820300607
"CORR1556",1,"Serrania de los Yariguies","H0473",161.328794973595
"CORR1557",1,"Serrania de los Yariguies","H0391",134.43281074242
"CORR1558",1,"Serrania de los Yariguies","H0393",129.591103151503
"CORR1559",1,"Serrania de los Yariguies","H0475",165.580737518622
"CORR1560",1,"Serrania de los Yariguies","H0478",181.002265635449
"CORR1561",0,"Reserva Comunal Mascalco","H0062",33.2070427295747
"CORR1562",1,"Reserva Comunal Mascalco","H0053",52.5328050034908
"CORR1563",1,"Reserva Comunal Mascalco","H0053",55.4876725566376
"CORR1564",1,"Reserva Comunal Mascalco","H0034",88.4829495592202
"CORR1565",1,"Reserva Comunal Mascalco","H0027",92.719188633098
"CORR1566",2,"Manglar de la Bahia de Cispata y Sector Aledano del Delta Estuarino del Rio Sinu","H0388",336.258902211868
"CORR1567",2,"Manglar de la Bahia de Cispata y Sector Aledano del Delta Estuarino del Rio Sinu","H0380",371.998859318969
"CORR1568",2,"Manglar de la Bahia de Cispata y Sector Aledano del Delta Estuarino del Rio Sinu","H0382",357.537012697845
"CORR1569",2,"Manglar de la Bahia de Cispata y Sector Aledano del Delta Estuarino del Rio Sinu","H0389",321.330224024348
"CORR1570",2,"Manglar de la Bahia de Cispata y Sector Aledano del Delta Estuarino del Rio Sinu","H0392",332.719658192226
"CORR1571",1,"Canon del Rio Alicante","H0414",67.8394825099134
"CORR1572",2,"Canon del Rio Alicante","H0436",70.5170761617778
"CORR1573",1,"Canon del Rio Alicante","H0420",73.6289784264109
"CORR1574",1,"Canon del Rio Alicante","H0428",71.2465941696418
"CORR1575",1,"Canon del Rio Alicante","H0413",79.5479124131269
"CORR1576",1,"Del Humedal San Silvestre","H0393",101.083974505479
"CORR1577",1,"Del Humedal San Silvestre","H0391",102.135182538374
"CORR1578",1,"Del Humedal San Silvestre","H0387",132.892100814223
"CORR1579",1,"Del Humedal San Silvestre","H0385",143.482698498917
"CORR1580",1,"Del Humedal San Silvestre","H0384",188.404675722434
"CORR1581",2,"Complejo Cenagoso de Zarate Malibu y Veladero","H0381",282.125076208013
"CORR1582",2,"Complejo Cenagoso de Zarate Malibu y Veladero","H0383",301.854856163731
"CORR1583",2,"Complejo Cenagoso de Zarate Malibu y Veladero","H0384",312.480671091751
"CORR1584",1,"Complejo Cenagoso de Zarate Malibu y Veladero","H0374",311.612516133248
"CORR1585",1,"Complejo Cenagoso de Zarate Malibu y Veladero","H0379",314.814828923743
"CORR1586",1,"Complejo Cenagoso del Bajo Sinu","H0388",269.479364348255
"CORR1587",1,"Complejo Cenagoso del Bajo Sinu","H0389",266.50498302293
"CORR1588",1,"Complejo Cenagoso del Bajo Sinu","H0392",272.19756382284
"CORR1589",3,"Complejo Cenagoso del Bajo Sinu","H0381",522.258523348616
"CORR1590",3,"Complejo Cenagoso del Bajo Sinu","H0383",503.318380995658
"CORR1591",4,"Canon del Usumacinta","H0013",101.694831601911
"CORR1592",3,"Canon del Usumacinta","H0033",99.7792789115403
"CORR1593",4,"Canon del Usumacinta","H0010",107.225451377972
"CORR1594",4,"Canon del Usumacinta","H0008",112.633137674541
"CORR1595",4,"Canon del Usumacinta","H0011",112.664544616838
"CORR1596",2,"Ecosistema de Manglar y Lagunar  Cienaga de la Caimanera","H0388",350.425077170866
"CORR1597",4,"Ecosistema de Manglar y Lagunar  Cienaga de la Caimanera","H0381",603.280059237273
"CORR1598",4,"Ecosistema de Manglar y Lagunar  Cienaga de la Caimanera","H0383",584.339916884316
"CORR1599",2,"Ecosistema de Manglar y Lagunar  Cienaga de la Caimanera","H0389",347.526518911589
"CORR1600",2,"Ecosistema de Manglar y Lagunar  Cienaga de la Caimanera","H0392",353.219099711497
"CORR1601",0,"En el Territorio Colectivo del Consejo Comunitario de la Comunidad Negra de la Plata","H0529",61.1916842596357
"CORR1602",1,"En el Territorio Colectivo del Consejo Comunitario de la Comunidad Negra de la Plata","H0528",74.8930681976293
"CORR1603",1,"En el Territorio Colectivo del Consejo Comunitario de la Comunidad Negra de la Plata","H0528",78.4285019162436
"CORR1604",0,"En el Territorio Colectivo del Consejo Comunitario de la Comunidad Negra de la Plata","H0527",83.2648209277673
"CORR1605",1,"En el Territorio Colectivo del Consejo Comunitario de la Comunidad Negra de la Plata","H0527",90.3854930681379
"CORR1606",0,"Cuchilla de San Antonio","H0479",27.8334576649992
"CORR1607",0,"Cuchilla de San Antonio","H0478",29.6011745243066
"CORR1608",0,"Cuchilla de San Antonio","H0473",55.6133003258264
"CORR1609",1,"Cuchilla de San Antonio","H0476",68.0382390554516
"CORR1610",0,"Cuchilla de San Antonio","H0475",57.5797737306721
"CORR1611",0,"Cuchilla de San Antonio","H0478",30.2234625238267
"CORR1612",0,"Cuchilla de San Antonio","H0479",37.8787064275528
"CORR1613",0,"Cuchilla de San Antonio","H0473",46.6127550054414
"CORR1614",0,"Cuchilla de San Antonio","H0475",48.579228410287
"CORR1615",1,"Cuchilla de San Antonio","H0476",88.8100281636442
"CORR1616",1,"Area de Conservacion La Caverna","H0083",33.1653208955215
"CORR1617",1,"Area de Conservacion La Caverna","H0074",34.7185777381409
"CORR1618",1,"Area de Conservacion La Caverna","H0085",34.7185777381411
"CORR1619",1,"Area de Conservacion La Caverna","H0074",37.2694276094839
"CORR1620",2,"Area de Conservacion La Caverna","H0089",30.3632154858009
"CORR1621",3,"Zona de Uso Comun I y Zona VIII","H0018",66.8273020213741
"CORR1622",3,"Zona de Uso Comun I y Zona VIII","H0018",66.5462178190628
"CORR1623",3,"Zona de Uso Comun I y Zona VIII","H0029",70.8042026877848
"CORR1624",3,"Zona de Uso Comun I y Zona VIII","H0007",78.8179321382325
"CORR1625",3,"Zona de Uso Comun I y Zona VIII","H0012",77.5847870422796
"CORR1626",1,"Ensenada de Rionegro  los Bajos Aledanos  las Cienagas de Marimonda y el Salado","H0380",218.385427844006
"CORR1627",1,"Ensenada de Rionegro  los Bajos Aledanos  las Cienagas de Marimonda y el Salado","H0382",203.92358122288
"CORR1628",1,"Ensenada de Rionegro  los Bajos Aledanos  las Cienagas de Marimonda y el Salado","H0390",161.751210416244
"CORR1629",1,"Ensenada de Rionegro  los Bajos Aledanos  las Cienagas de Marimonda y el Salado","H0386",281.673485845737
"CORR1630",1,"Ensenada de Rionegro  los Bajos Aledanos  las Cienagas de Marimonda y el Salado","H0389",184.854654544005
"CORR1631",2,"Hacienda El Viejo","H0349",72.8003132792926
"CORR1632",2,"Hacienda El Viejo","H0350",65.1722037498038
"CORR1633",2,"Hacienda El Viejo","H0351",106.65566237129
"CORR1634",2,"Hacienda El Viejo","H0352",113.357729370042
"CORR1635",3,"Hacienda El Viejo","H0353",169.131874708386
"CORR1636",5,"Bahia de Chame","H0373",147.729714731582
"CORR1637",6,"Bahia de Chame","H0377",200.931918148042
"CORR1638",6,"Bahia de Chame","H0377",202.134772313031
"CORR1639",4,"Bahia de Chame","H0372",218.523602527617
"CORR1640",4,"Bahia de Chame","H0375",221.159474345429
"CORR1641",3,"Donoso","H0373",62.4286396566173
"CORR1642",2,"Donoso","H0377",108.461944507924
"CORR1643",2,"Donoso","H0377",109.664798672912
"CORR1644",2,"Donoso","H0372",121.940785560141
"CORR1645",2,"Donoso","H0375",124.576657377953
"CORR1646",2,"Del Complejo de  Humedales de Ayapel","H0383",109.813096771006
"CORR1647",2,"Del Complejo de  Humedales de Ayapel","H0381",115.911273531083
"CORR1648",2,"Del Complejo de  Humedales de Ayapel","H0384",138.584027869831
"CORR1649",2,"Del Complejo de  Humedales de Ayapel","H0385",119.233363244342
"CORR1650",2,"Del Complejo de  Humedales de Ayapel","H0387",120.76552803642
"CORR1651",1,"Del Rio Minero y sus Zonas Aledanas","H0473",77.7422840207972
"CORR1652",1,"Del Rio Minero y sus Zonas Aledanas","H0475",81.9942265658233
"CORR1653",1,"Del Rio Minero y sus Zonas Aledanas","H0478",97.4915777486947
"CORR1654",1,"Del Rio Minero y sus Zonas Aledanas","H0479",106.668671552743
"CORR1655",2,"Del Rio Minero y sus Zonas Aledanas","H0460",132.544392426287
"CORR1656",2,"Reserva Las Guacamayas","H0083",77.2478558131303
"CORR1657",2,"Reserva Las Guacamayas","H0091",78.7540022423044
"CORR1658",1,"Reserva Las Guacamayas","H0100",79.2522407509994
"CORR1659",2,"Reserva Las Guacamayas","H0091",82.5835293446821
"CORR1660",2,"Reserva Las Guacamayas","H0085",88.3979276127511
"CORR1661",2,"Zonas de Uso Comun I II III y IV","H0018",95.2738488054706
"CORR1662",2,"Zonas de Uso Comun I II III y IV","H0018",96.5812386891059
"CORR1663",2,"Zonas de Uso Comun I II III y IV","H0029",113.56791681867
"CORR1664",1,"Zonas de Uso Comun I II III y IV","H0016",114.764266392932
"CORR1665",3,"Zonas de Uso Comun I II III y IV","H0007",116.522784371816
"CORR1666",1,"Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras","H0381",174.646791013299
"CORR1667",1,"Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras","H0383",175.767317521514
"CORR1668",1,"Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras","H0384",186.620601647676
"CORR1669",1,"Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras","H0385",218.171430094348
"CORR1670",1,"Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras","H0387",228.534558580904
"CORR1671",1,"Complejo Cienagas Papayal","H0391",94.1847292395522
"CORR1672",1,"Complejo Cienagas Papayal","H0393",98.2980348339378
"CORR1673",1,"Complejo Cienagas Papayal","H0384",107.642478241228
"CORR1674",1,"Complejo Cienagas Papayal","H0387",112.162495807113
"CORR1675",1,"Complejo Cienagas Papayal","H0385",111.442176679671
"CORR1676",3,"Parque Ecologico Tuzandepetl","H0007",193.138499560704
"CORR1677",3,"Parque Ecologico Tuzandepetl","H0012",198.659920456343
"CORR1678",3,"Parque Ecologico Tuzandepetl","H0029",213.576705473749
"CORR1679",3,"Parque Ecologico Tuzandepetl","H0018",213.146669429039
"CORR1680",3,"Parque Ecologico Tuzandepetl","H0021",210.382937819372
"CORR1681",3,"Luriza","H0381",486.187294381512
"CORR1682",2,"Luriza","H0374",515.674734306746
"CORR1683",3,"Luriza","H0383",505.91707433723
"CORR1684",2,"Luriza","H0379",518.877047097241
"CORR1685",3,"Luriza","H0384",516.618712331296
"CORR1686",3,"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0016",84.7276672445248
"CORR1687",2,"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0018",77.2581707048857
"CORR1688",2,"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0018",80.525529402641
"CORR1689",3,"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0027",117.543701473747
"CORR1690",3,"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0034",126.761401100515
"CORR1691",1,"de la Playona y la Loma de Caleta","H0380",24.7307542807889
"CORR1692",1,"de la Playona y la Loma de Caleta","H0382",39.3496356133999
"CORR1693",1,"de la Playona y la Loma de Caleta","H0386",108.263187962385
"CORR1694",3,"de la Playona y la Loma de Caleta","H0390",271.813984447271
"CORR1695",2,"de la Playona y la Loma de Caleta","H0398",261.645802205226
"CORR1696",2,"Lapa Verde","H0353",44.6278838397506
"CORR1697",2,"Lapa Verde","H0354",44.4789319973539
"CORR1698",2,"Lapa Verde","H0353",57.5104552553519
"CORR1699",2,"Lapa Verde","H0355",60.5709745384783
"CORR1700",2,"Lapa Verde","H0355",66.1264966661109
"CORR1701",1,"Lago Azul los Manat es","H0382",50.0301815569263
"CORR1702",1,"Lago Azul los Manat es","H0380",64.4920281780512
"CORR1703",2,"Lago Azul los Manat es","H0386",113.353456801983
"CORR1704",1,"Lago Azul los Manat es","H0390",110.547541091232
"CORR1705",1,"Lago Azul los Manat es","H0398",222.533950681718
"CORR1706",3,"El Palomar","H0381",480.603059601276
"CORR1707",2,"El Palomar","H0374",510.090499526509
"CORR1708",3,"El Palomar","H0383",500.332839556993
"CORR1709",2,"El Palomar","H0379",513.292812317003
"CORR1710",3,"El Palomar","H0384",511.03447755106
"CORR1716",0,"Golfo de Tribuga Cabo Corrientes","H0510",162.975810376078
"CORR1717",0,"Golfo de Tribuga Cabo Corrientes","H0485",149.668591495161
"CORR1718",0,"Golfo de Tribuga Cabo Corrientes","H0510",169.451986455055
"CORR1719",0,"Golfo de Tribuga Cabo Corrientes","H0510",165.174679291427
"CORR1720",0,"Golfo de Tribuga Cabo Corrientes","H0510",173.622255087612
"CORR1721",0,"Jabiru","H0488",35.4925118697549
"CORR1722",0,"Jabiru","H0488",34.6243569112499
"CORR1723",0,"Jabiru","H0492",51.4540003293278
"CORR1724",0,"Jabiru","H0491",43.2587960828539
"CORR1725",0,"Jabiru","H0489",41.5695965792897
"CORR1726",0,"Hacienda El Triunfo","H0488",32.6632720857972
"CORR1727",0,"Hacienda El Triunfo","H0488",33.5314270443022
"CORR1728",0,"Hacienda El Triunfo","H0491",41.2977112574011
"CORR1729",0,"Hacienda El Triunfo","H0489",39.608511753837
"CORR1730",0,"Hacienda El Triunfo","H0492",49.4170924378285
"CORR1731",3,"Zona de Uso Comun 1 y 2","H0018",64.9707529145681
"CORR1732",3,"Zona de Uso Comun 1 y 2","H0018",68.2381116123233
"CORR1733",2,"Zona de Uso Comun 1 y 2","H0016",91.3029904627555
"CORR1734",3,"Zona de Uso Comun 1 y 2","H0029",86.6421039235626
"CORR1735",3,"Zona de Uso Comun 1 y 2","H0029",85.3006128079338
"CORR1736",4,"N C P E Centauro del Norte","H0033",397.307214685767
"CORR1737",5,"N C P E Centauro del Norte","H0013",413.900652292312
"CORR1738",4,"N C P E Centauro del Norte","H0048",380.853992308226
"CORR1739",5,"N C P E Centauro del Norte","H0010",419.917617406948
"CORR1740",5,"N C P E Centauro del Norte","H0008",415.569222012364
"CORR1741",5,"N C P E Dos Lagunas","H0013",462.273695032269
"CORR1742",4,"N C P E Dos Lagunas","H0033",445.756080491771
"CORR1743",5,"N C P E Dos Lagunas","H0010",468.290660146905
