"CONS_OB","DESIG","DESIG_E","DESIG_T","GIS_ARE","GIS_M_A","GOV_TYP","INT_CRI","ISO3","IUCN_CA","MANG_AU","MANG_PL","MARINE","METADAT","NAME","NO_TAKE","NO_TK_A","ORIG_NA","OWN_TYP","PARENT_","PA_DEF","REP_ARE","REP_M_A","STATUS","STATUS_","SUB_LOC","SUPP_IN","VERIF","WDPAID","WDPA_PI","GEOMETR","AREA_KM","FID","SRTM90_","LOW_ARE","startnode_ID","mean_m","min_m","max_m","range_m","calculatedarea_km2"
"Not Applicable","Distritos Regionales de Manejo Integrado","Integrated Management Regional Districts","National",322.1245003,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional del Centro de Antioquia","Not Reported","terrestrial",1861,"Cienaga de Barbacoas","Not Applicable",NA,"Cienaga de Barbacoas","Not Reported","COL","PA",320.748602,0,"Designated",2017,"Not Reported","Not Applicable","State Verified",555636188,"555636188","POLYGON",320.793324,0,500,322.174536746227,379,101.901783614783,79,155,76,320.793360572393
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",30.8231228,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Reserva Ecologica Kanan Balam","Not Applicable",NA,"Reserva Ecológica Kanan Balam","Individual landowners","MEX","PA",30.7331,0,"Designated",2018,"MX-CAM","Not Applicable","State Verified",555645416,"555645416","POLYGON",30.5583259710026,0,500,26.6143192542362,380,0.392723895700809,-3,9,12,26.531656472826
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",7.381066,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Estacion de Biologia de San Jose del Este","Not Applicable",NA,"Estación de Biología de San José del Este","Individual landowners","MEX","PA",5.42,0,"Designated",2018,"MX-CAM","Not Applicable","State Verified",555645447,"555645447","POLYGON",7.46706325366688,0,500,7.49017160967084,381,-0.520423031346451,-5,2,7,7.466573627671
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",508.2101209,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ejido Nuevo Becal","Not Applicable",NA,"Ejido Nuevo Becal","Individual landowners","MEX","PA",506.899323,0,"Designated",2018,"MX-CAM","Not Applicable","State Verified",555645438,"555645438","POLYGON",483.338678018677,0,500,484.844734470433,382,216.01264464774,122,273,151,483.339840564502
"Not Applicable","Distritos Regionales de Manejo Integrado","Integrated Management Regional Districts","National",26.3171238,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional del Atlántico","Not Reported","terrestrial",1861,"Palmar del Titi","Not Applicable",NA,"Palmar del Titi","Not Reported","COL","PA",26.2212587,0,"Designated",2018,"Not Reported","Not Applicable","State Verified",555697767,"555697767","POLYGON",26.1948595,0,500,26.3004260375213,383,54.4768655721855,-1,188,189,26.1948680170507
"Not Applicable","Distritos Regionales de Manejo Integrado","Integrated Management Regional Districts","National",67.9382576,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional del Centro de Antioquia","Not Reported","terrestrial",1861,"Cienaga de Chiqueros","Not Applicable",NA,"Cienaga de Chiqueros","Not Reported","COL","PA",67.6494842,0,"Designated",2018,"CO-ANT","Not Applicable","State Verified",555697704,"555697704","POLYGON",67.5835,0,500,67.875782087315,384,146.667593345312,106,331.191986083984,225.191986083984,67.5835188340533
"Not Applicable","Reservas Forestales Protectoras Regionales","Regional Protective Forest Reserves","National",243.8473707,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional del Valle del Cauca","Not Reported","terrestrial",1861,"Rio Bravo","Not Applicable",NA,"Rio Bravo","Not Reported","COL","PA",242.7850174,0,"Designated",2018,"CO-VAC","Not Applicable","State Verified",555697753,"555697753","POLYGON",242.3870875,0,500,43.5095331125439,385,398.04037629901,190.797210693359,520.102478027344,329.305267333984,43.3177551347429
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",80.1762287,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Area de Conservacion Moku","Not Applicable",NA,"Área de Conservación Moku","Individual landowners","MEX","PA",80,0,"Designated",2019,"MX-CAM","Not Applicable","State Verified",555645451,"555645451","POLYGON",79.7993245,0,500,80.0467338843718,386,122.812483274136,20,196,176,79.7990567462892
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",10.3851345,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Tecuani Piedra Cuachi","Not Applicable",NA,"Tecuani-Piedra Cuachi","Individual landowners","MEX","PA",10.3565,0,"Designated",2019,"MX-OAX","Not Applicable","State Verified",555745259,"555745259","POLYGON",10.370455,0,500,9.41226421589433,387,212.519512491032,57.9815292358398,534.026245117188,476.044715881348,9.37996156543031
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",350.9740365,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Laguna Om","Not Applicable",NA,"Laguna Om","Individual landowners","MEX","PA",350,0,"Designated",2019,"MX-ROO","Not Applicable","State Verified",555745242,"555745242","POLYGON",349.904331496674,0,500,350.990234364798,388,128.236777803941,74,221,147,349.898944399852
"Not Applicable","Distritos Regionales de Manejo Integrado","Integrated Management Regional Districts","National",129.1807681,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional del Centro de Antioquia","Not Reported","terrestrial",1861,"Cienagas Corrales y El Ocho","Not Applicable",NA,"Cienagas Corrales y El Ocho","Not Reported","COL","PA",128.652998,0,"Designated",2019,"Not Reported","Not Applicable","State Verified",555704133,"555704133","POLYGON",128.646331,0,500,129.190236831019,389,58.4914338152257,30,244,214,128.646314397273
"Not Applicable","Distritos Regionales de Manejo Integrado","Integrated Management Regional Districts","National",159.7207187,0,"Sub-national ministry or agency","Not Applicable","COL","VI","Corporación Autónoma Regional de las cuencas de los ríos Rionegro y Nare","Not Reported","terrestrial",1861,"Bosques  Marmoles y Pantagoras","Not Applicable",NA,"Bosques, Marmoles y Pantagoras","Not Reported","COL","PA",159.0590039,0,"Designated",2019,"CO-AMA","Not Applicable","State Verified",555704160,"555704160","POLYGON",158.9979055,0,500,86.9289295427394,391,412.354849156682,293,582.865295410156,289.865295410156,86.5525910833242
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",60.1203043,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Guiexoxa","Not Applicable",NA,"Guiexoxa","Individual landowners","MEX","PA",60,0,"Designated",2021,"MX-OAX","Not Applicable","State Verified",555745235,"555745235","POLYGON",60.1762365,0,500,11.3573326655007,392,421.743786806049,320,590.811950683594,270.811950683594,11.3191535065259
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",298.9775096,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Santa Maria Guienagati","Not Applicable",NA,"Santa María Guienagati","Individual landowners","MEX","PA",298.1881,0,"Designated",2021,"MX-OAX","Not Applicable","State Verified",555745258,"555745258","POLYGON",298.4920305,0,500,125.392800876351,393,373.039493547931,147,546.925659179688,399.925659179688,124.969776000559
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",10.0596314,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ejido El Chichonal","Not Applicable",NA,"Ejido El Chichonal","Individual landowners","MEX","PA",10.0376477,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745224,"555745224","POLYGON",10.0192849269503,0,500,10.050616271412,394,282.519822969211,238,303,65,10.0191844788532
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",19.9994494,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ejido Gral  Heriberto Jara","Not Applicable",NA,"Ejido Gral. Heriberto Jara","Individual landowners","MEX","PA",19.9555,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745226,"555745226","POLYGON",19.9579185,0,500,20.0202385371883,395,274.413574194433,260,290,30,19.9575446339101
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",23.9343786,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ejido La Nueva Vida","Not Applicable",NA,"Ejido La Nueva Vida","Individual landowners","MEX","PA",23.8779288,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745227,"555745227","POLYGON",24.0081045,0,500,24.0824282024598,396,248.689382155183,215,283,68,24.0081119130768
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",56.213252,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ejido Xpujil","Not Applicable",NA,"Ejido Xpujil","Individual landowners","MEX","PA",55.7964871,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745231,"555745231","POLYGON",55.7073269017526,0,500,55.8825235262203,397,265.912149734149,225,292,67,55.7078140054315
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",13.5616101,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"El Porvenir","Not Applicable",NA,"El Porvenir","Individual landowners","MEX","PA",13.5321,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745232,"555745232","POLYGON",13.6366035,0,500,13.6792514527499,398,285.824218270387,267,301,34,13.6366184021273
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",8.5602032,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"El Refugio","Not Applicable",NA,"El Refugio","Individual landowners","MEX","PA",8.541,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745233,"555745233","POLYGON",8.49674515793228,0,500,8.52323920812716,399,256.732084234928,237,272,35,8.49696751287657
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",10.115821,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Ing  Eugenio Echeverria Castellot no  2","Not Applicable",NA,"Ing. Eugenio Echeverría Castellot no. 2","Individual landowners","MEX","PA",10.0931,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745239,"555745239","POLYGON",9.98564323489952,0,500,10.0171395397715,400,290.357469973621,262,304,42,9.9856768852312
"Not Applicable","Área Destinada Voluntariamente a la Conservación","Voluntary Conservation Area","National",27.8150601,0,"Individual landowners","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Narciso Mendoza","Not Applicable",NA,"Narciso Mendoza","Individual landowners","MEX","PA",27.75,0,"Designated",2022,"MX-CAM","Not Applicable","State Verified",555745246,"555745246","POLYGON",27.7261310976639,0,500,27.8135897065449,401,281.641806054786,243,316,73,27.7256358559532
"Not Applicable","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","International",606.8934781,0,"Not Reported","(ii)(iii)(iv)(v)(vi)","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1856,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","Not Applicable",NA,"Humedal de Importancia para la Conservación de Aves Acuáticas Reserva Río Lagartos","Not Reported","MEX","PA",603.4782,0,"Designated",1986,"MX-YUC","Not Applicable","State Verified",68095,"68095","POLYGON",603.968279591156,0,500,446.969870628852,402,5.79885859781943,-5,17,22,445.772920723684
"Not Applicable","Parque Estatal","State Park","National",18.8967342,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Agua Blanca","Not Applicable",NA,"Agua Blanca","Not Reported","MEX","PA",18.7800032,0,"Designated",1987,"MX-TAB","Not Applicable","State Verified",107459,"107459","POLYGON",18.932782,0,500,18.9946290203192,403,210.010837772105,61.1767959594727,355,293.823204040527,18.932891594307
"Not Applicable","Reserva Ecológica","Ecological Reserve","National",168.3962722,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Sierra de Tabasco","Not Applicable",NA,"Sierra de Tabasco","Not Reported","MEX","PA",167.3378956,0,"Designated",1988,"MX-TAB","Not Applicable","State Verified",108058,"108058","POLYGON",167.110634,0,500,133.816439971408,404,214.126487136661,18,599.466003417969,581.466003417969,133.379875110201
"Not Applicable","Reserva Estatal","State Reserve","National",479.9542202,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"El Palmar","Not Applicable",NA,"El Palmar","Not Reported","MEX","PA",478.2008681,0,"Designated",1990,"MX-YUC","Not Applicable","State Verified",555621883,"555621883","POLYGON",478.243012,0,500,404.093680595681,405,4.66863915485994,0,13,13,402.98264680784
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",609.9130114,331.3925112,"Federal or national ministry or agency","(ii)(iv)(v)","PAN","Not Reported","Not Reported","Management plan is implented and available","partial",1856,"Golfo de Montijo","Not Reported",NA,"Golfo de Montijo","Not Reported","PAN","PA",807.65,0,"Designated",1990,"Not Reported","Not Applicable","State Verified",29809,"29809","POLYGON",10.9136360181882,0,500,10.2394488108897,406,25.5235978896037,4,88,84,10.1961663553171
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",186.9841618,0,"Not Reported","(i)(ii)(iii)","CRI","Not Reported","Not Reported","Management plan is implented and available","terrestrial",811,"Cano Negro","Not Applicable",NA,"Caño Negro","Not Reported","CRI","PA",99.69,0,"Designated",1991,"CR-A","Not Applicable","State Verified",67864,"67864","POLYGON",92.371935097096,0,500,92.7432376633103,407,44.33972854194,32,62,30,92.3720433233397
"Not Applicable","Zona de Amortiguamiento de la Reserva Ecológica","Ecological Conservation Zone","National",15.2701819,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Centro de Interpretacion de la Naturaleza","Not Applicable",NA,"Centro de Interpretación de la Naturaleza","Not Reported","MEX","PA",15.1751396,0,"Designated",1993,"MX-TAB","Not Applicable","State Verified",107576,"107576","POLYGON",15.1667295,0,500,15.2149830835726,408,4.70523803990664,0,26,26,15.1663749777669
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",309.4525091,135.5567199,"Federal or national ministry or agency","(i)(ii)(iii)(iv)","PAN","Not Reported","Ministerio de Ambiente","Not Reported","partial",822,"San San Pond Sak","Not Reported",NA,"San San Pond Sak","Multiple ownership","PAN","PA",308.1213648,140.3669454,"Designated",1993,"Not Reported","Not Applicable","State Verified",68135,"68135","POLYGON",307.3182615,0,500,174.467588758384,409,10.7552212444825,0,73,73,173.749871135988
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",132.3163965,81.8026998,"Federal or national ministry or agency","(i)(iii)(iv)","PAN","Not Reported","Ministerio de Ambiente","Not Reported","partial",822,"Punta Patino","Not Reported",NA,"Punta Patiño","Multiple ownership","PAN","PA",131.9847881,89.2326828,"Designated",1993,"Not Reported","Not Applicable","State Verified",95360,"95360","POLYGON",131.4360215,0,500,32.5315023678311,410,22.5798054160548,6,76,70,32.3950477933494
"Not Applicable","Parque Estatal","State Park","National",9.6693647,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Parque Estatal de Kabah","Not Applicable",NA,"Parque Estatal de Kabah","Not Reported","MEX","PA",9.6301979,0,"Designated",1993,"MX-YUC","Not Applicable","State Verified",555621902,"555621902","POLYGON",9.6277275,0,500,9.65543390888975,411,80.2538937718415,62,98,36,9.62769456396651
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",105.6348729,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Cuxtal","Not Applicable",NA,"Cuxtal","Not Reported","MEX","PA",105.2135396,0,"Designated",1993,"MX-YUC","Not Applicable","State Verified",107626,"107626","POLYGON",104.985463,0,500,105.277827270369,412,13.457405314452,7,20,13,104.985227775839
"Not Applicable","Área Silvestre","Wild Area","National",957.4990927,30.7740883,"Indigenous peoples","Not Applicable","PAN","Not Reported","Ministerio de Ambiente","Not Reported","terrestrial",822,"Nargana","Not Applicable",NA,"Narganá","Communal","PAN","PA",954.1386222,0,"Designated",1994,"Not Reported","Not Applicable","State Verified",107334,"107334","POLYGON",951.854143711212,0,500,903.620476629072,413,152.274911348736,-2,529.055358886719,531.055358886719,899.901281240504
"Not Applicable","Valor Escénico, Histórico y Cultural","Protected Area","National",14.3738567,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"San Juan Butista Tabi y anexa Sacnicte","Not Applicable",NA,"San Juan Butista Tabi y anexa Sacnicté","Not Reported","MEX","PA",14.3134269,0,"Designated",1994,"MX-YUC","Not Applicable","State Verified",108012,"108012","POLYGON",14.3354055,0,500,14.3765388510179,414,53.5781005424254,44.1019630432129,90.6287536621094,46.5267906188965,14.3352891127531
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",140.4554531,1.9014587,"Not Reported","(i)(ii)(iii)(iv)","GTM","Not Reported","Not Reported","Management plan is not implented and not available","terrestrial",1856,"Manchon Guamuchal","Not Applicable",NA,"Manchón-Guamuchal","Not Reported","GTM","PA",135,0,"Designated",1995,"GT-RE","Not Applicable","State Verified",95336,"95336","POLYGON",129.010532330328,0,500,122.003345006709,415,9.80186001662392,2,26,24,121.559500240126
"Not Applicable","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","International",3052.370928,0,"Not Reported","(i)(ii)(iv)","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1856,"Reserva de la Biosfera Pantanos de Centla","Not Applicable",NA,"Reserva de la Biosfera Pantanos de Centla","Not Reported","MEX","PA",3027.06,0,"Designated",1995,"MX-TAB","Not Applicable","State Verified",95351,"95351","POLYGON",3036.51387194482,0,500,3032.42328879032,416,1.19945009234916,-6,18,24,3022.85314522892
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",88.5382263,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"La Encrucijada","Not Applicable",NA,"La Encrucijada","Not Reported","MEX","PA",88.2835051,0,"Designated",1995,"MX-CHP","Not Applicable","State Verified",555621977,"555621977","POLYGON",87.6655263893738,0,500,45.9138916544374,417,10.205241836695,2,20,18,45.7509618282786
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",112.8449709,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"La Sepultura","Not Applicable",NA,"La Sepultura","Not Reported","MEX","PA",112.1400781,0,"Designated",1995,"MX-CHP","Not Applicable","State Verified",555621980,"555621980","POLYGON",6.431654,0,500,6.45165574533671,418,166.096116220691,64,385.221923828125,321.221923828125,6.42960924284065
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",364.181545,24.1914085,"Not Reported","(i)(ii)(iii)(iv)","CRI","Not Reported","Not Reported","Management plan is implemented and is available","terrestrial",811,"Terraba Sierpe","Not Applicable",NA,"Terraba-Sierpe","Not Reported","CRI","PA",306.54,0,"Designated",1995,"CR-P","Not Applicable","State Verified",145527,"145527","POLYGON",102.26718494398,0,500,86.238056896309,420,13.0086449962411,-2.09398698806763,184,186.093986988068,85.8797340143554
"Not Applicable","Corredor Biológico","Biological Corridor","National",433.4045321,0,"Federal or national ministry or agency","Not Applicable","PAN","Not Reported","Ministerio de Ambiente","Not Reported","terrestrial",822,"Serrania del Bagre","Not Applicable",NA,"Serranía del Bagre","Multiple ownership","PAN","PA",432.4072221,0,"Designated",1995,"Not Reported","Not Applicable","State Verified",107370,"107370","POLYGON",424.635132464416,0,500,421.951505577035,421,187.988388774013,35,526.001159667969,491.001159667969,420.173881325269
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",25.8200631,0,"Not Reported","Not Reported","HND","Not Reported","Not Reported","Management plan is not implented but is available","terrestrial",1856,"Parque Nacional Jeanette Kawas","Not Applicable",NA,"Parque Nacional Jeanette Kawas","Not Reported","HND","PA",781.5,0,"Designated",1995,"HN-AT","Not Applicable","State Verified",95337,"95337","POLYGON",25.597641,0,500,25.3210244817439,422,14.7722481291193,4,72,68,25.2329155021752
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",5.1512526,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Santa Ana","Not Applicable",NA,"Santa Ana","Not Reported","MEX","PA",5.1189278,0,"Designated",1996,"MX-CHP","Not Applicable","State Verified",555621941,"555621941","POLYGON",5.106782,0,500,5.1234283774197,423,27.2641165184252,18.4296226501465,41.4007949829102,22.9711723327637,5.10675945327923
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",877.4450242,12.8165361,"Not Reported","(i)(ii)(iii)(iv)","CRI","Not Reported","Not Reported","Management plan is implented and available","terrestrial",811,"Humedal Caribe Noreste","Not Applicable",NA,"Humedal Caribe Noreste","Not Reported","CRI","PA",753.1,0,"Designated",1996,"CR-L","Not Applicable","State Verified",145525,"145525","POLYGON",105.188803500359,0,500,105.581683201537,424,16.6142566507896,3,48,45,105.15504419561
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",186.4539948,0,"Not Reported","(i)(ii)(iii)(iv)","GTM","Not Reported","Not Reported","Management plan is not implented and not available","terrestrial",1856,"Refugio de Vida Silvestre Bocas del Polochic","Not Applicable",NA,"Refugio de Vida Silvestre Bocas del Polochic","Not Reported","GTM","PA",212.27,212.27,"Designated",1996,"GT-IZ","Not Applicable","State Verified",145530,"145530","POLYGON",7.38598501773813,0,500,7.41203408034717,425,5.27626795512374,2,12,10,7.38587290061453
"Not Applicable","Sin definir","Not defined","National",14.3528289,12.7504808,"Federal or national ministry or agency","Not Applicable","PAN","Not Reported","Autoridad del Canal de Panamá","Not Reported","partial",822,"Islas Advent  Zorra y Juan Gallego","Not Reported",NA,"Islas Advent, Zorra y Juan Gallego","State","PAN","PA",14.2878328,0,"Designated",1997,"Not Reported","Not Applicable","State Verified",555705303,"555705303","POLYGON",14.0773212326691,0,500,14.1356631954951,426,64.8235765159576,28,100,72,14.0773456356371
"Not Applicable","Área Silvestre","Wild Area","National",13.5603698,0,"Federal or national ministry or agency","Not Applicable","PAN","Not Reported","Ministerio de Ambiente","Not Reported","terrestrial",822,"Ribera Oeste del Lago Alajuela","Not Applicable",NA,"Ribera Oeste del Lago Alajuela","Not Reported","PAN","PA",13.5017292,0,"Designated",1997,"Not Reported","Not Applicable","State Verified",555705302,"555705302","POLYGON",13.418923212,0,500,13.4744793306336,427,138.983889476858,79,338,259,13.4189229236342
"Not Applicable","Área de Manejo de Hábitat/Especies","Species/Habitat Management Area","National",15.6585317,0,"Federal or national ministry or agency","Not Applicable","SLV","Not Reported","Ministerio de Medio Ambiente y Recursos Naturales","http://www.marn.gob.sv/descargas/Documentos/2018/anp/Hacienda%20Casamota%20y%20la%20Pezota/Plan%20d","terrestrial",908,"Laguna El Jocotal","Not Applicable",NA,"Laguna El Jocotal","State","SLV","PA",15.7188997,0,"Designated",1997,"SV-SM","Not Applicable","State Verified",302027,"302027","POLYGON",13.9229974766655,0,500,13.9756260740969,428,28.630803947756,24,52,28,13.9230435010196
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",148.459671,0,"Not Reported","(ii)","BLZ","Not Reported","Not Reported","https://rsis.ramsar.org/ris/946","terrestrial",1856,"Crooked Tree Wildlife Sanctuary","Not Applicable",NA,"Crooked Tree Wildlife Sanctuary","Not Reported","BLZ","PA",66.37,0,"Designated",1998,"Not Reported","Not Applicable","State Verified",555623708,"555623708","POLYGON",147.590157,0,500,148.067923881503,429,9.83794692569521,2,31,29,147.589903776774
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",976.8869498,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Balam Kin","Not Applicable",NA,"Balam-Kin","Not Reported","MEX","PA",973.0339505,0,"Designated",1999,"MX-CAM","Not Applicable","State Verified",107539,"107539","POLYGON",971.752766876144,0,500,974.730476765037,430,145.516944845102,42,277,235,971.749649850632
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",66.7500144,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"El Gancho Murillo","Not Applicable",NA,"El Gancho Murillo","Not Reported","MEX","PA",66.3358997,0,"Designated",1999,"MX-CHP","Not Applicable","State Verified",107651,"107651","POLYGON",66.574695,0,500,32.9515486570407,431,12.166222032387,5,24,19,32.8321607927996
"Not Applicable","Zona Sujeta a Conservación Ecológica","Ecological Conservation","National",39.8734352,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"El Cabildo Amatal","Not Applicable",NA,"El Cabildo Amatal","Not Reported","MEX","PA",39.6126389,0,"Designated",1999,"MX-CHP","Not Applicable","State Verified",555621956,"555621956","POLYGON",39.6060413300018,0,500,18.7489276417909,432,9.55238699545156,3,23,20,18.6813400220999
"Not Applicable","Parque Estatal","State Park","National",54.9551987,0,"Sub-national ministry or agency","Not Applicable","MEX","Not Reported","Not Reported","Not Reported","terrestrial",1850,"Lagunas de Yalahau","Not Applicable",NA,"Lagunas de Yalahau","Not Reported","MEX","PA",54.7043787,0,"Designated",1999,"MX-YUC","Not Applicable","State Verified",107760,"107760","POLYGON",54.493228,0,500,54.6464992654287,433,17.5588439710827,2,27,25,54.4926741705337
"Not Applicable","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance","International",1315.0027848,896.8574554,"Not Reported","(i)(iii)(iv)(viii)","GTM","Not Reported","Not Reported","Management plan is not implented and not available","partial",1856,"Punta de Manabique","Not Reported",NA,"Punta de Manabique","Not Reported","GTM","PA",1329,0,"Designated",2000,"GT-IZ","Not Applicable","State Verified",198322,"198322","POLYGON",33.300561500673,0,500,8.70633916975975,434,17.3704255716138,5,23,18,8.67604138237972
"Not Applicable","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","International",693.6980437,203.0001758,"Not Reported","(i)(ii)(iii)(v)(vi)(viii)","MEX","Not Reported","Not Reported","Not Reported","partial",1856,"Dzilam","Not Reported",NA,"Dzilam","Not Reported","MEX","PA",617.0683,223.893863,"Designated",2000,"MX-YUC","Not Applicable","State Verified",900594,"900594","POLYGON",690.824020727325,0,500,476.203154313636,435,4.61021692243573,-1,17,18,474.926159669329
